ID_integron	ID_replicon	element	pos_beg	pos_end	strand	evalue	type_elt	annotation	model	type	default	distance_2attC	considered_topology
integron_01	CP052586.1	CP052586.1_147	143899	144165	1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	CP052586.1	CP052586.1_170	165953	166552	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052586.1	attc_001	166547	166618	1	2.5e-05	attC	attC	attc_4	CALIN	No	NA	circ
integron_02	CP052586.1	CP052586.1_171	166638	167513	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052586.1	attc_002	167533	167622	1	4.5e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_02	CP052586.1	CP052586.1_172	167651	168199	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052572.1	CP052572.1_88	84751	85764	-1	1.2999999999999998e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	CP052572.1	Pc_int1	85767	85793	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052572.1	P_intI1	85785	85819	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052572.1	attI1	85844	85902	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052572.1	CP052572.1_89	85920	86393	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052572.1	attc_001	86388	86473	1	0.11	attC	attC	attc_4	complete	No	NA	circ
integron_01	CP052572.1	CP052572.1_90	86560	86844	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	CP052572.1	CP052572.1_109	103706	104305	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052572.1	attc_001	104300	104371	1	1.4e-05	attC	attC	attc_4	CALIN	No	NA	circ
integron_02	CP052572.1	CP052572.1_110	104391	105266	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052572.1	attc_002	105286	105375	1	2.6e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_02	CP052572.1	CP052572.1_111	105404	105952	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052566.1	CP052566.1_3	1905	2504	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052566.1	attc_001	2499	2570	1	1.3e-05	attC	attC	attc_4	CALIN	No	NA	circ
integron_01	CP052566.1	CP052566.1_4	2590	3465	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052566.1	attc_002	3485	3574	1	2.4e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_01	CP052566.1	CP052566.1_5	3603	4151	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052566.1	CP052566.1_15	14121	15134	-1	1.3999999999999999e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_02	CP052566.1	Pc_int1	15137	15163	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_02	CP052566.1	P_intI1	15155	15189	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_02	CP052566.1	attI1	15214	15272	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_02	CP052566.1	CP052566.1_16	15290	15763	1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	CP052566.1	attc_001	15758	15843	1	0.099	attC	attC	attc_4	complete	No	NA	circ
integron_02	CP052566.1	CP052566.1_17	15930	16214	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_03	CP052566.1	CP052566.1_33	32797	33810	-1	1.3999999999999999e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_03	CP052566.1	Pc_int1	33813	33839	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_03	CP052566.1	P_intI1	33831	33865	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_03	CP052566.1	attI1	33890	33948	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_03	CP052566.1	CP052566.1_34	33955	34452	1	NA	protein	protein	NA	complete	No	NA	circ
integron_03	CP052566.1	attc_001	34447	34536	1	8.2e-05	attC	attC	attc_4	complete	No	NA	circ
integron_03	CP052566.1	attc_002	34797	34856	1	2.9e-06	attC	attC	attc_4	complete	No	261.0	circ
integron_03	CP052566.1	CP052566.1_35	34872	35651	1	NA	protein	protein	NA	complete	No	NA	circ
integron_03	CP052566.1	attc_003	35653	35712	1	4.3e-09	attC	attC	attc_4	complete	No	797.0	circ
integron_03	CP052566.1	CP052566.1_36	35815	36162	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052559.1	CP052559.1_98	91801	92400	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052559.1	attc_001	92395	92466	1	1.4e-05	attC	attC	attc_4	CALIN	No	NA	circ
integron_01	CP052559.1	CP052559.1_99	92486	93361	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052559.1	attc_002	93381	93470	1	2.6e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_01	CP052559.1	CP052559.1_100	93499	94047	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052559.1	CP052559.1_116	111333	111617	1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	CP052559.1	attc_001	111704	111789	-1	0.11	attC	attC	attc_4	complete	No	NA	circ
integron_02	CP052559.1	CP052559.1_117	111784	112257	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	CP052559.1	attI1	112274	112332	-1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_02	CP052559.1	P_intI1	112357	112391	1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_02	CP052559.1	Pc_int1	112383	112409	-1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_02	CP052559.1	CP052559.1_118	112413	113426	1	1.2999999999999998e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	CP052558.1	CP052558.1_217	197071	197850	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052558.1	attc_001	197866	197955	-1	4.8e-05	attC	attC	attc_4	complete	No	NA	circ
integron_01	CP052558.1	CP052558.1_218	197975	198850	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052558.1	attc_002	198870	198941	-1	2.6e-05	attC	attC	attc_4	complete	No	915.0	circ
integron_01	CP052558.1	CP052558.1_219	198936	199490	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052558.1	attI1	199686	199744	-1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052558.1	P_intI1	199769	199803	1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052558.1	Pc_int1	199795	199821	-1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052558.1	CP052558.1_220	199825	200838	1	2.6999999999999997e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	CP052554.1	CP052554.1_64	50154	50501	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052554.1	attc_001	50604	50663	-1	2.9e-08	attC	attC	attc_4	complete	No	NA	circ
integron_01	CP052554.1	CP052554.1_65	50618	51463	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052554.1	CP052554.1_66	51644	52117	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052554.1	attc_002	52130	52243	-1	6.1e-05	attC	attC	attc_4	complete	No	1467.0	circ
integron_01	CP052554.1	CP052554.1_67	52250	52702	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052554.1	attc_003	52733	52804	-1	5.9e-07	attC	attC	attc_4	complete	No	490.0	circ
integron_01	CP052554.1	CP052554.1_68	52799	53398	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052554.1	attI1	53506	53564	-1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052554.1	P_intI1	53589	53623	1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052554.1	Pc_int1	53615	53641	-1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052554.1	CP052554.1_69	53645	54658	1	9.6e-25	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	CP052561.1	CP052561.1_88	84751	85764	-1	1.2999999999999998e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	CP052561.1	Pc_int1	85767	85793	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052561.1	P_intI1	85785	85819	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052561.1	attI1	85844	85902	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052561.1	CP052561.1_89	85920	86393	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052561.1	attc_001	86388	86473	1	0.1	attC	attC	attc_4	complete	No	NA	circ
integron_01	CP052561.1	CP052561.1_90	86560	86844	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	CP052561.1	CP052561.1_104	100377	100976	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052561.1	attc_001	100971	101042	1	1.4e-05	attC	attC	attc_4	CALIN	No	NA	circ
integron_02	CP052561.1	CP052561.1_105	101062	101937	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052561.1	attc_002	101957	102046	1	2.5e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_02	CP052561.1	CP052561.1_106	102075	102623	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052547.1	CP052547.1_68	58027	58500	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052547.1	attc_001	58495	58589	1	0.06	attC	attC	attc_4	CALIN	No	NA	circ
integron_01	CP052547.1	CP052547.1_69	58594	59073	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052547.1	attc_002	59042	59101	1	0.54	attC	attC	attc_4	CALIN	No	453.0	circ
integron_01	CP052547.1	CP052547.1_70	59204	59551	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052547.1	CP052547.1_76	63975	64574	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052547.1	attc_001	64569	64640	1	6.8e-06	attC	attC	attc_4	CALIN	No	NA	circ
integron_02	CP052547.1	CP052547.1_77	64660	65535	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052547.1	attc_002	65555	65644	1	1.2e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_02	CP052547.1	CP052547.1_78	65673	66221	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052538.1	CP052538.1_213	193161	193709	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052538.1	attc_001	193738	193827	-1	5.6e-05	attC	attC	attc_4	CALIN	No	NA	circ
integron_01	CP052538.1	CP052538.1_214	193847	194722	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052538.1	attc_002	194742	194813	-1	3.1e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_01	CP052538.1	CP052538.1_215	194808	195407	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052538.1	CP052538.1_229	210964	211977	-1	3.0999999999999997e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_02	CP052538.1	Pc_int1	211980	212006	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_02	CP052538.1	P_intI1	211998	212032	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_02	CP052538.1	attI1	212057	212115	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_02	CP052538.1	CP052538.1_230	212133	212606	1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	CP052538.1	attc_001	212601	212686	1	0.23	attC	attC	attc_4	complete	No	NA	circ
integron_02	CP052538.1	CP052538.1_231	212827	213093	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052506.1	CP052506.1_96	91354	91953	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052506.1	attc_001	91948	92019	1	1.9e-05	attC	attC	attc_4	CALIN	No	NA	circ
integron_01	CP052506.1	CP052506.1_97	92039	92914	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052506.1	attc_002	92934	93023	1	3.5e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_01	CP052506.1	CP052506.1_98	93052	93600	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052506.1	CP052506.1_117	112516	113529	-1	1.8999999999999998e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_02	CP052506.1	Pc_int1	113532	113558	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_02	CP052506.1	P_intI1	113550	113584	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_02	CP052506.1	attI1	113609	113667	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_02	CP052506.1	CP052506.1_118	113685	114158	1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	CP052506.1	attc_001	114153	114238	1	0.14	attC	attC	attc_4	complete	No	NA	circ
integron_02	CP052506.1	CP052506.1_119	114325	114609	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052499.1	CP052499.1_142	140609	141208	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052499.1	attc_001	141203	141274	1	2.3e-05	attC	attC	attc_4	CALIN	No	NA	circ
integron_01	CP052499.1	CP052499.1_143	141294	142169	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052499.1	attc_002	142189	142278	1	4.3e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_01	CP052499.1	CP052499.1_144	142307	142855	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052499.1	CP052499.1_163	161771	162784	-1	2.1999999999999996e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_02	CP052499.1	Pc_int1	162787	162813	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_02	CP052499.1	P_intI1	162805	162839	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_02	CP052499.1	attI1	162864	162922	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_02	CP052499.1	CP052499.1_164	162940	163413	1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	CP052499.1	attc_001	163408	163493	1	0.17	attC	attC	attc_4	complete	No	NA	circ
integron_02	CP052499.1	CP052499.1_165	163634	163900	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052479.1	CP052479.1_64	50154	50501	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052479.1	attc_001	50604	50663	-1	2.1e-08	attC	attC	attc_4	complete	No	NA	circ
integron_01	CP052479.1	CP052479.1_65	50618	51463	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052479.1	CP052479.1_66	51644	52117	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052479.1	attc_002	52130	52243	-1	4.4e-05	attC	attC	attc_4	complete	No	1467.0	circ
integron_01	CP052479.1	CP052479.1_67	52250	52702	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052479.1	attc_003	52733	52804	-1	4.2e-07	attC	attC	attc_4	complete	No	490.0	circ
integron_01	CP052479.1	CP052479.1_68	52799	53398	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052479.1	attI1	53506	53564	-1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052479.1	P_intI1	53589	53623	1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052479.1	Pc_int1	53615	53641	-1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052479.1	CP052479.1_69	53645	54658	1	6.9999999999999995e-25	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	CP052471.1	CP052471.1_3	1980	2885	-1	8.3e-25	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	CP052471.1	Pc_int1	2888	2914	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052471.1	P_intI1	2906	2940	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052471.1	attI1	2965	3023	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052471.1	CP052471.1_4	3132	3731	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052471.1	attc_001	3726	3797	1	6e-07	attC	attC	attc_4	complete	No	NA	circ
integron_01	CP052471.1	CP052471.1_5	3828	4280	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052471.1	attc_002	4287	4400	1	6.3e-05	attC	attC	attc_4	complete	No	490.0	circ
integron_01	CP052471.1	CP052471.1_6	4413	4886	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052471.1	CP052471.1_7	5067	5912	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052471.1	attc_003	5867	5926	1	3e-08	attC	attC	attc_4	complete	No	1467.0	circ
integron_01	CP052471.1	CP052471.1_8	6066	6770	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052485.1	CP052485.1_88	84751	85764	-1	1.2999999999999998e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	CP052485.1	Pc_int1	85767	85793	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052485.1	P_intI1	85785	85819	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052485.1	attI1	85844	85902	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052485.1	CP052485.1_89	85920	86393	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052485.1	attc_001	86388	86473	1	0.099	attC	attC	attc_4	complete	No	NA	circ
integron_01	CP052485.1	CP052485.1_90	86560	86844	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	CP052485.1	CP052485.1_105	100491	101090	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052485.1	attc_001	101085	101156	1	1.3e-05	attC	attC	attc_4	CALIN	No	NA	circ
integron_02	CP052485.1	CP052485.1_106	101176	102051	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052485.1	attc_002	102071	102160	1	2.4e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_02	CP052485.1	CP052485.1_107	102189	102737	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052491.1	CP052491.1_103	94856	95122	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052491.1	attc_001	95263	95348	-1	0.18	attC	attC	attc_4	complete	No	NA	circ
integron_01	CP052491.1	CP052491.1_104	95343	95816	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052491.1	attI1	95833	95891	-1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052491.1	P_intI1	95916	95950	1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052491.1	Pc_int1	95942	95968	-1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052491.1	CP052491.1_105	95972	96985	1	2.5999999999999996e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_02	CP052491.1	CP052491.1_187	172094	172693	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052491.1	attc_001	172688	172759	1	2.5e-05	attC	attC	attc_4	CALIN	No	NA	circ
integron_02	CP052491.1	CP052491.1_188	172779	173654	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052491.1	attc_002	173674	173763	1	4.5e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_02	CP052491.1	CP052491.1_189	173792	174340	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052400.1	CP052400.1_100	96797	97144	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052400.1	attc_001	97245	97360	-1	0.0047	attC	attC	attc_4	complete	No	NA	circ
integron_01	CP052400.1	CP052400.1_101	97367	97819	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052400.1	attc_002	97850	97909	-1	5.3e-08	attC	attC	attc_4	complete	No	490.0	circ
integron_01	CP052400.1	CP052400.1_102	97904	98536	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052400.1	attc_003	98565	98654	-1	4.1e-05	attC	attC	attc_4	complete	No	656.0	circ
integron_01	CP052400.1	CP052400.1_103	98674	99549	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052400.1	attc_004	99569	99640	-1	2.3e-05	attC	attC	attc_4	complete	No	915.0	circ
integron_01	CP052400.1	CP052400.1_104	99635	100234	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052400.1	attI1	100342	100400	-1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052400.1	P_intI1	100425	100459	1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052400.1	Pc_int1	100451	100477	-1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052400.1	CP052400.1_105	100481	101356	1	1.7999999999999997e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	CP052433.1	CP052433.1_4	2858	3871	-1	6.2e-25	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	CP052433.1	Pc_int1	3874	3900	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052433.1	P_intI1	3892	3926	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052433.1	attI1	3951	4009	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052433.1	CP052433.1_5	4027	4500	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052433.1	attc_001	4495	4580	1	0.039	attC	attC	attc_4	complete	No	NA	circ
integron_01	CP052433.1	CP052433.1_6	4667	4951	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052446.1	CP052446.1_4	2784	3797	-1	5.8e-25	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	CP052446.1	Pc_int1	3800	3826	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052446.1	P_intI1	3818	3852	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052446.1	attI1	3877	3935	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052446.1	CP052446.1_5	4044	4643	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052446.1	attc_001	4638	4709	1	3.3e-07	attC	attC	attc_4	complete	No	NA	circ
integron_01	CP052446.1	CP052446.1_6	4740	5192	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052446.1	attc_002	5199	5312	1	3.4e-05	attC	attC	attc_4	complete	No	490.0	circ
integron_01	CP052446.1	CP052446.1_7	5325	5798	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052446.1	CP052446.1_8	5979	6824	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052446.1	attc_003	6779	6838	1	1.6e-08	attC	attC	attc_4	complete	No	1467.0	circ
integron_01	CP052446.1	CP052446.1_9	6941	7288	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052444.1	CP052444.1_68	47716	48063	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052444.1	attc_001	48166	48225	-1	5.6e-09	attC	attC	attc_4	complete	No	NA	circ
integron_01	CP052444.1	CP052444.1_69	48227	49006	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052444.1	attc_002	49022	49081	-1	3.9e-06	attC	attC	attc_4	complete	No	797.0	circ
integron_01	CP052444.1	attc_003	49342	49431	-1	0.00011	attC	attC	attc_4	complete	No	261.0	circ
integron_01	CP052444.1	CP052444.1_70	49426	49923	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052444.1	attI1	49929	49987	-1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052444.1	P_intI1	50012	50046	1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052444.1	Pc_int1	50038	50064	-1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052444.1	CP052444.1_71	50068	51081	1	1.8999999999999998e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	CP052376.1	CP052376.1_72	60112	60585	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052376.1	attc_001	60580	60674	1	0.064	attC	attC	attc_4	CALIN	No	NA	circ
integron_01	CP052376.1	CP052376.1_73	60679	61158	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052376.1	attc_002	61127	61186	1	0.56	attC	attC	attc_4	CALIN	No	453.0	circ
integron_01	CP052376.1	CP052376.1_74	61289	61636	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052376.1	CP052376.1_80	66060	66659	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052376.1	attc_001	66654	66725	1	7.2e-06	attC	attC	attc_4	CALIN	No	NA	circ
integron_02	CP052376.1	CP052376.1_81	66745	67620	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052376.1	attc_002	67640	67729	1	1.3e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_02	CP052376.1	CP052376.1_82	67758	68306	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052423.1	CP052423.1_53	50773	51321	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052423.1	attc_001	51350	51439	-1	4.4e-05	attC	attC	attc_4	CALIN	No	NA	circ
integron_01	CP052423.1	CP052423.1_54	51459	52334	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052423.1	attc_002	52354	52425	-1	2.4e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_01	CP052423.1	CP052423.1_55	52420	53019	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052441.1	CP052441.1_152	149936	150202	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052441.1	attc_001	150343	150428	-1	0.18	attC	attC	attc_4	complete	No	NA	circ
integron_01	CP052441.1	CP052441.1_153	150423	150896	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	CP052441.1	attI1	150913	150971	-1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052441.1	P_intI1	150996	151030	1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052441.1	Pc_int1	151022	151048	-1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052441.1	CP052441.1_154	151052	152065	1	2.2999999999999997e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_02	CP052441.1	CP052441.1_164	162188	162787	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052441.1	attc_001	162782	162853	1	2.4e-05	attC	attC	attc_4	CALIN	No	NA	circ
integron_02	CP052441.1	CP052441.1_165	162873	163748	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	CP052441.1	attc_002	163768	163857	1	4.4e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_02	CP052441.1	CP052441.1_166	163886	164434	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	CP052370.1	CP052370.1_109	103484	104497	-1	1.3999999999999999e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	CP052370.1	Pc_int1	104500	104526	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	CP052370.1	P_intI1	104518	104552	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	CP052370.1	attI1	104577	104635	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	CP052370.1	CP052370.1_110	104653	105126	1	NA	protein	protein	NA	complete	No	NA	circ
