ID	Length	Gene	Product	EC	GO	COG	RefSeq	UniParc	UniRef
LC807772.1|integron_01|LC807772.1_28	91	tnp	IS1 family IS1B transposase ORF A						UniRef50_P19767,UniRef90_A0A9P0Y5E1
LC807773.1|integron_01|LC807773.1_14	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807773.1|integron_01|LC807773.1_15	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807773.1|integron_01|LC807773.1_16	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807774.1|integron_01|LC807774.1_51	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807774.1|integron_01|LC807774.1_52	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807774.1|integron_01|LC807774.1_53	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807775.1|integron_01|LC807775.1_40	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807775.1|integron_01|LC807775.1_41	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807775.1|integron_01|LC807775.1_42	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807776.1|integron_01|LC807776.1_138	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807776.1|integron_01|LC807776.1_139	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807776.1|integron_01|LC807776.1_140	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807778.1|integron_01|LC807778.1_7	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807778.1|integron_01|LC807778.1_8	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807778.1|integron_01|LC807778.1_9	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807779.1|integron_01|LC807779.1_16	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807779.1|integron_01|LC807779.1_17	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807779.1|integron_01|LC807779.1_18	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807780.1|integron_01|LC807780.1_13	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807780.1|integron_01|LC807780.1_14	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807780.1|integron_01|LC807780.1_15	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807780.1|integron_02|LC807780.1_33	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
LC807780.1|integron_02|LC807780.1_34	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
LC807780.1|integron_02|LC807780.1_35	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
LC807781.1|integron_01|LC807781.1_19	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807781.1|integron_01|LC807781.1_20	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807781.1|integron_01|LC807781.1_21	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807782.1|integron_01|LC807782.1_140	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807782.1|integron_01|LC807782.1_141	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807782.1|integron_01|LC807782.1_142	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807783.1|integron_01|LC807783.1_55	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
LC807783.1|integron_01|LC807783.1_56	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
LC807783.1|integron_01|LC807783.1_57	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807784.1|integron_01|LC807784.1_55	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
LC807784.1|integron_01|LC807784.1_56	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
LC807784.1|integron_01|LC807784.1_57	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807785.1|integron_01|LC807785.1_13	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807785.1|integron_01|LC807785.1_14	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807785.1|integron_01|LC807785.1_15	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807785.1|integron_02|LC807785.1_33	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
LC807785.1|integron_02|LC807785.1_34	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
LC807785.1|integron_02|LC807785.1_35	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
LC807786.1|integron_01|LC807786.1_137	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807786.1|integron_01|LC807786.1_138	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807786.1|integron_01|LC807786.1_139	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807787.1|integron_01|LC807787.1_17	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
LC807787.1|integron_02|LC807787.1_19	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807787.1|integron_02|LC807787.1_20	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807787.1|integron_02|LC807787.1_21	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807788.1|integron_01|LC807788.1_11	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807788.1|integron_01|LC807788.1_12	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807788.1|integron_01|LC807788.1_13	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807789.1|integron_01|LC807789.1_13	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807789.1|integron_01|LC807789.1_14	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807789.1|integron_01|LC807789.1_15	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807789.1|integron_02|LC807789.1_23	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
LC807789.1|integron_02|LC807789.1_24	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
LC807789.1|integron_02|LC807789.1_25	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
LC807790.1|integron_01|LC807790.1_13	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807790.1|integron_01|LC807790.1_14	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807790.1|integron_01|LC807790.1_15	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807790.1|integron_02|LC807790.1_33	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
LC807790.1|integron_02|LC807790.1_34	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
LC807790.1|integron_02|LC807790.1_35	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
LC807791.1|integron_01|LC807791.1_17	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807791.1|integron_01|LC807791.1_18	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807791.1|integron_01|LC807791.1_19	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807791.1|integron_02|LC807791.1_42	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
LC807791.1|integron_02|LC807791.1_43	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
LC807791.1|integron_02|LC807791.1_44	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807791.1|integron_03|LC807791.1_63	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
LC807791.1|integron_03|LC807791.1_64	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
LC807791.1|integron_03|LC807791.1_65	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
LC807792.1|integron_01|LC807792.1_14	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807792.1|integron_01|LC807792.1_15	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807792.1|integron_01|LC807792.1_16	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807793.1|integron_01|LC807793.1_13	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807793.1|integron_01|LC807793.1_14	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807793.1|integron_01|LC807793.1_15	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807793.1|integron_02|LC807793.1_33	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
LC807793.1|integron_02|LC807793.1_34	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
LC807793.1|integron_02|LC807793.1_35	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
LC807794.1|integron_01|LC807794.1_118	91	tnp	IS1 family IS1B transposase ORF A						UniRef50_P19767,UniRef90_A0A9P0Y5E1
LC807794.1|integron_01|LC807794.1_119	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807794.1|integron_01|LC807794.1_120	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807795.1|integron_01|LC807795.1_14	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807795.1|integron_01|LC807795.1_15	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807795.1|integron_01|LC807795.1_16	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
LC807796.1|integron_01|LC807796.1_45	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
LC807796.1|integron_01|LC807796.1_46	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
LC807796.1|integron_01|LC807796.1_47	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
LC807796.1|integron_02|LC807796.1_85	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
LC807796.1|integron_02|LC807796.1_86	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
LC807796.1|integron_02|LC807796.1_87	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807798.1|integron_01|LC807798.1_82	150	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2				WP_000237816.1	UPI00000B89C7	UniRef100_A0A8F3EUD1,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
LC807798.1|integron_01|LC807798.1_83	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807799.1|integron_01|LC807799.1_128	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807799.1|integron_01|LC807799.1_129	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807799.1|integron_01|LC807799.1_130	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807799.1|integron_02|LC807799.1_185	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807799.1|integron_02|LC807799.1_186	150	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2				WP_000237816.1	UPI00000B89C7	UniRef100_A0A8F3EUD1,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
LC807799.1|integron_03|LC807799.1_298	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
LC807799.1|integron_03|LC807799.1_299	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
LC807799.1|integron_03|LC807799.1_300	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
